scene,name,repetition,new_token,reference_token,new_ns,reference_ns,campaign,comparison,new_high_load,new_unknown_load,reference_high_load,reference_unknown_load
13,general_last_128_273,4,measured/4/13/3/dag_guarded,measured/4/13/4/qualified_parent,1835848000,1796746959,diagnosis,dag_guarded/qualified_parent,True,False,True,False
13,general_last_128_273,5,measured/5/13/1/dag_guarded,measured/5/13/3/qualified_parent,1882364791,1785196291,diagnosis,dag_guarded/qualified_parent,True,False,True,False
13,general_last_128_273,6,measured/6/13/0/dag_guarded,measured/6/13/1/qualified_parent,1844247000,1782530333,diagnosis,dag_guarded/qualified_parent,True,False,True,False
13,general_last_128_273,7,measured/7/13/2/dag_guarded,measured/7/13/4/qualified_parent,1865434625,1880392750,diagnosis,dag_guarded/qualified_parent,True,False,True,True
13,general_last_128_273,8,measured/8/13/0/dag_guarded,measured/8/13/2/qualified_parent,1960943708,1841928709,diagnosis,dag_guarded/qualified_parent,True,True,True,True
13,general_last_128_273,9,measured/9/13/1/dag_guarded,measured/9/13/0/qualified_parent,1993498792,1925295167,diagnosis,dag_guarded/qualified_parent,True,True,True,True
13,general_last_128_273,10,measured/10/13/3/dag_guarded,measured/10/13/1/qualified_parent,1969973583,1981110125,diagnosis,dag_guarded/qualified_parent,True,True,True,True
13,general_last_128_273,11,measured/11/13/4/dag_guarded,measured/11/13/3/qualified_parent,1907666541,1887034667,diagnosis,dag_guarded/qualified_parent,True,True,True,True
24,mixed_last_129_273,2,measured/2/24/2/dag_guarded,measured/2/24/0/qualified_parent,2023899292,1896418250,diagnosis,dag_guarded/qualified_parent,True,True,True,False
24,mixed_last_129_273,3,measured/3/24/4/dag_guarded,measured/3/24/2/qualified_parent,2259746208,1922496208,diagnosis,dag_guarded/qualified_parent,True,True,True,True
24,mixed_last_129_273,4,measured/4/24/3/dag_guarded,measured/4/24/4/qualified_parent,1860896750,1864265375,diagnosis,dag_guarded/qualified_parent,True,True,True,True
24,mixed_last_129_273,5,measured/5/24/1/dag_guarded,measured/5/24/3/qualified_parent,1880586709,1865780750,diagnosis,dag_guarded/qualified_parent,True,False,True,True
24,mixed_last_129_273,6,measured/6/24/0/dag_guarded,measured/6/24/1/qualified_parent,2036223625,1949282917,diagnosis,dag_guarded/qualified_parent,True,True,True,True
24,mixed_last_129_273,7,measured/7/24/2/dag_guarded,measured/7/24/4/qualified_parent,1972557416,2003942666,diagnosis,dag_guarded/qualified_parent,True,True,True,False
24,mixed_last_129_273,8,measured/8/24/0/dag_guarded,measured/8/24/2/qualified_parent,1976440208,1968549333,diagnosis,dag_guarded/qualified_parent,True,True,True,True
24,mixed_last_129_273,9,measured/9/24/1/dag_guarded,measured/9/24/0/qualified_parent,1960544000,1930386375,diagnosis,dag_guarded/qualified_parent,True,False,True,False
24,mixed_last_129_273,10,measured/10/24/3/dag_guarded,measured/10/24/1/qualified_parent,1935391000,1969931542,diagnosis,dag_guarded/qualified_parent,True,True,True,False
24,mixed_last_129_273,11,measured/11/24/4/dag_guarded,measured/11/24/3/qualified_parent,2036768667,1934265500,diagnosis,dag_guarded/qualified_parent,True,True,True,True
35,alternating_thresholds_n128,2,measured/2/35/2/dag_guarded,measured/2/35/0/qualified_parent,1889655458,1907756958,diagnosis,dag_guarded/qualified_parent,True,True,True,True
35,alternating_thresholds_n128,3,measured/3/35/4/dag_guarded,measured/3/35/2/qualified_parent,1851352125,1881355041,diagnosis,dag_guarded/qualified_parent,True,True,True,True
35,alternating_thresholds_n128,4,measured/4/35/3/dag_guarded,measured/4/35/4/qualified_parent,1917602375,1804309916,diagnosis,dag_guarded/qualified_parent,True,False,True,True
35,alternating_thresholds_n128,5,measured/5/35/1/dag_guarded,measured/5/35/3/qualified_parent,1833623208,1789720709,diagnosis,dag_guarded/qualified_parent,True,False,True,False
35,alternating_thresholds_n128,6,measured/6/35/0/dag_guarded,measured/6/35/1/qualified_parent,1889514334,1810272084,diagnosis,dag_guarded/qualified_parent,True,False,True,False
35,alternating_thresholds_n128,7,measured/7/35/2/dag_guarded,measured/7/35/4/qualified_parent,2023213583,2027486917,diagnosis,dag_guarded/qualified_parent,True,True,True,True
35,alternating_thresholds_n128,8,measured/8/35/0/dag_guarded,measured/8/35/2/qualified_parent,2015090208,1946704958,diagnosis,dag_guarded/qualified_parent,True,True,True,True
35,alternating_thresholds_n128,9,measured/9/35/1/dag_guarded,measured/9/35/0/qualified_parent,2419306750,2000200917,diagnosis,dag_guarded/qualified_parent,True,True,True,True
35,alternating_thresholds_n128,10,measured/10/35/3/dag_guarded,measured/10/35/1/qualified_parent,1920284875,1881574917,diagnosis,dag_guarded/qualified_parent,True,True,True,True
35,alternating_thresholds_n128,11,measured/11/35/4/dag_guarded,measured/11/35/3/qualified_parent,1871178458,1926019333,diagnosis,dag_guarded/qualified_parent,True,True,True,True
38,threshold_blocks_n128,2,measured/2/38/2/dag_guarded,measured/2/38/0/qualified_parent,1843595625,1830465875,diagnosis,dag_guarded/qualified_parent,True,False,True,False
38,threshold_blocks_n128,3,measured/3/38/4/dag_guarded,measured/3/38/2/qualified_parent,1868978625,1780450583,diagnosis,dag_guarded/qualified_parent,True,True,True,True
38,threshold_blocks_n128,4,measured/4/38/3/dag_guarded,measured/4/38/4/qualified_parent,2030149958,1899157000,diagnosis,dag_guarded/qualified_parent,True,True,True,True
38,threshold_blocks_n128,5,measured/5/38/1/dag_guarded,measured/5/38/3/qualified_parent,2147234917,2012898209,diagnosis,dag_guarded/qualified_parent,True,False,True,True
38,threshold_blocks_n128,6,measured/6/38/0/dag_guarded,measured/6/38/1/qualified_parent,1932090500,1764701958,diagnosis,dag_guarded/qualified_parent,True,True,True,True
38,threshold_blocks_n128,7,measured/7/38/2/dag_guarded,measured/7/38/4/qualified_parent,1922112041,1823397583,diagnosis,dag_guarded/qualified_parent,True,True,True,True
38,threshold_blocks_n128,8,measured/8/38/0/dag_guarded,measured/8/38/2/qualified_parent,1928886750,1909930458,diagnosis,dag_guarded/qualified_parent,True,False,True,False
38,threshold_blocks_n128,9,measured/9/38/1/dag_guarded,measured/9/38/0/qualified_parent,1900256958,1886743000,diagnosis,dag_guarded/qualified_parent,True,True,True,True
38,threshold_blocks_n128,10,measured/10/38/3/dag_guarded,measured/10/38/1/qualified_parent,1959785792,1997021292,diagnosis,dag_guarded/qualified_parent,True,True,True,True
38,threshold_blocks_n128,11,measured/11/38/4/dag_guarded,measured/11/38/3/qualified_parent,1932429166,1918709750,diagnosis,dag_guarded/qualified_parent,True,False,True,True
39,heterogeneous_thresholds_n128,2,measured/2/39/2/dag_guarded,measured/2/39/0/qualified_parent,1912673417,1842597125,diagnosis,dag_guarded/qualified_parent,True,False,True,True
39,heterogeneous_thresholds_n128,3,measured/3/39/4/dag_guarded,measured/3/39/2/qualified_parent,1879669875,2059572958,diagnosis,dag_guarded/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,4,measured/4/39/3/dag_guarded,measured/4/39/4/qualified_parent,1928087750,1831145958,diagnosis,dag_guarded/qualified_parent,True,False,True,False
39,heterogeneous_thresholds_n128,5,measured/5/39/1/dag_guarded,measured/5/39/3/qualified_parent,1888781542,1814247541,diagnosis,dag_guarded/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,6,measured/6/39/0/dag_guarded,measured/6/39/1/qualified_parent,2029246500,1877028625,diagnosis,dag_guarded/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,7,measured/7/39/2/dag_guarded,measured/7/39/4/qualified_parent,1928998208,1908410625,diagnosis,dag_guarded/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,8,measured/8/39/0/dag_guarded,measured/8/39/2/qualified_parent,2036243458,2031430500,diagnosis,dag_guarded/qualified_parent,True,True,True,False
39,heterogeneous_thresholds_n128,9,measured/9/39/1/dag_guarded,measured/9/39/0/qualified_parent,1945889209,2018691666,diagnosis,dag_guarded/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,10,measured/10/39/3/dag_guarded,measured/10/39/1/qualified_parent,1954129042,1930640125,diagnosis,dag_guarded/qualified_parent,True,True,True,False
39,heterogeneous_thresholds_n128,11,measured/11/39/4/dag_guarded,measured/11/39/3/qualified_parent,2035639500,2031408750,diagnosis,dag_guarded/qualified_parent,True,True,True,True
13,general_last_128_273,2,measured/2/13/2/dag_guarded,measured/2/13/1/barrier_reference,2137884083,1881694333,diagnosis,dag_guarded/barrier_reference,True,True,True,True
13,general_last_128_273,3,measured/3/13/4/dag_guarded,measured/3/13/0/barrier_reference,1829715084,1815443000,diagnosis,dag_guarded/barrier_reference,True,False,True,False
13,general_last_128_273,4,measured/4/13/3/dag_guarded,measured/4/13/2/barrier_reference,1835848000,1778248792,diagnosis,dag_guarded/barrier_reference,True,False,True,False
13,general_last_128_273,5,measured/5/13/1/dag_guarded,measured/5/13/4/barrier_reference,1882364791,1782023792,diagnosis,dag_guarded/barrier_reference,True,False,True,False
13,general_last_128_273,6,measured/6/13/0/dag_guarded,measured/6/13/3/barrier_reference,1844247000,1962685250,diagnosis,dag_guarded/barrier_reference,True,False,True,True
13,general_last_128_273,7,measured/7/13/2/dag_guarded,measured/7/13/3/barrier_reference,1865434625,1879161166,diagnosis,dag_guarded/barrier_reference,True,False,True,False
13,general_last_128_273,8,measured/8/13/0/dag_guarded,measured/8/13/4/barrier_reference,1960943708,1889060834,diagnosis,dag_guarded/barrier_reference,True,True,True,False
13,general_last_128_273,9,measured/9/13/1/dag_guarded,measured/9/13/2/barrier_reference,1993498792,1892745500,diagnosis,dag_guarded/barrier_reference,True,True,True,True
13,general_last_128_273,10,measured/10/13/3/dag_guarded,measured/10/13/0/barrier_reference,1969973583,1942360834,diagnosis,dag_guarded/barrier_reference,True,True,True,True
13,general_last_128_273,11,measured/11/13/4/dag_guarded,measured/11/13/1/barrier_reference,1907666541,1942409917,diagnosis,dag_guarded/barrier_reference,True,True,True,False
24,mixed_last_129_273,2,measured/2/24/2/dag_guarded,measured/2/24/1/barrier_reference,2023899292,1886812000,diagnosis,dag_guarded/barrier_reference,True,True,True,True
24,mixed_last_129_273,3,measured/3/24/4/dag_guarded,measured/3/24/0/barrier_reference,2259746208,1810437750,diagnosis,dag_guarded/barrier_reference,True,True,True,False
24,mixed_last_129_273,4,measured/4/24/3/dag_guarded,measured/4/24/2/barrier_reference,1860896750,1827989042,diagnosis,dag_guarded/barrier_reference,True,True,True,True
24,mixed_last_129_273,5,measured/5/24/1/dag_guarded,measured/5/24/4/barrier_reference,1880586709,1833309417,diagnosis,dag_guarded/barrier_reference,True,False,True,True
24,mixed_last_129_273,6,measured/6/24/0/dag_guarded,measured/6/24/3/barrier_reference,2036223625,1895985875,diagnosis,dag_guarded/barrier_reference,True,True,True,True
24,mixed_last_129_273,7,measured/7/24/2/dag_guarded,measured/7/24/3/barrier_reference,1972557416,1933251625,diagnosis,dag_guarded/barrier_reference,True,True,True,False
24,mixed_last_129_273,8,measured/8/24/0/dag_guarded,measured/8/24/4/barrier_reference,1976440208,1999483542,diagnosis,dag_guarded/barrier_reference,True,True,True,True
24,mixed_last_129_273,9,measured/9/24/1/dag_guarded,measured/9/24/2/barrier_reference,1960544000,1931885458,diagnosis,dag_guarded/barrier_reference,True,False,True,True
24,mixed_last_129_273,10,measured/10/24/3/dag_guarded,measured/10/24/0/barrier_reference,1935391000,1964969541,diagnosis,dag_guarded/barrier_reference,True,True,True,True
24,mixed_last_129_273,11,measured/11/24/4/dag_guarded,measured/11/24/1/barrier_reference,2036768667,1973724500,diagnosis,dag_guarded/barrier_reference,True,True,True,True
35,alternating_thresholds_n128,2,measured/2/35/2/dag_guarded,measured/2/35/1/barrier_reference,1889655458,1817341459,diagnosis,dag_guarded/barrier_reference,True,True,True,True
35,alternating_thresholds_n128,3,measured/3/35/4/dag_guarded,measured/3/35/0/barrier_reference,1851352125,2050731125,diagnosis,dag_guarded/barrier_reference,True,True,True,False
35,alternating_thresholds_n128,4,measured/4/35/3/dag_guarded,measured/4/35/2/barrier_reference,1917602375,1856825500,diagnosis,dag_guarded/barrier_reference,True,False,True,True
35,alternating_thresholds_n128,5,measured/5/35/1/dag_guarded,measured/5/35/4/barrier_reference,1833623208,1798605875,diagnosis,dag_guarded/barrier_reference,True,False,True,True
35,alternating_thresholds_n128,6,measured/6/35/0/dag_guarded,measured/6/35/3/barrier_reference,1889514334,1851746708,diagnosis,dag_guarded/barrier_reference,True,False,True,False
35,alternating_thresholds_n128,7,measured/7/35/2/dag_guarded,measured/7/35/3/barrier_reference,2023213583,1913958542,diagnosis,dag_guarded/barrier_reference,True,True,True,True
35,alternating_thresholds_n128,8,measured/8/35/0/dag_guarded,measured/8/35/4/barrier_reference,2015090208,1920144792,diagnosis,dag_guarded/barrier_reference,True,True,True,False
35,alternating_thresholds_n128,9,measured/9/35/1/dag_guarded,measured/9/35/2/barrier_reference,2419306750,2244219792,diagnosis,dag_guarded/barrier_reference,True,True,True,True
35,alternating_thresholds_n128,10,measured/10/35/3/dag_guarded,measured/10/35/0/barrier_reference,1920284875,1911760291,diagnosis,dag_guarded/barrier_reference,True,True,True,True
35,alternating_thresholds_n128,11,measured/11/35/4/dag_guarded,measured/11/35/1/barrier_reference,1871178458,1905294666,diagnosis,dag_guarded/barrier_reference,True,True,True,True
38,threshold_blocks_n128,2,measured/2/38/2/dag_guarded,measured/2/38/1/barrier_reference,1843595625,1784445750,diagnosis,dag_guarded/barrier_reference,True,False,True,False
38,threshold_blocks_n128,3,measured/3/38/4/dag_guarded,measured/3/38/0/barrier_reference,1868978625,1745267583,diagnosis,dag_guarded/barrier_reference,True,True,True,True
38,threshold_blocks_n128,4,measured/4/38/3/dag_guarded,measured/4/38/2/barrier_reference,2030149958,1771568167,diagnosis,dag_guarded/barrier_reference,True,True,True,True
38,threshold_blocks_n128,5,measured/5/38/1/dag_guarded,measured/5/38/4/barrier_reference,2147234917,1979806292,diagnosis,dag_guarded/barrier_reference,True,False,True,True
38,threshold_blocks_n128,6,measured/6/38/0/dag_guarded,measured/6/38/3/barrier_reference,1932090500,1807270916,diagnosis,dag_guarded/barrier_reference,True,True,True,False
38,threshold_blocks_n128,7,measured/7/38/2/dag_guarded,measured/7/38/3/barrier_reference,1922112041,1867936000,diagnosis,dag_guarded/barrier_reference,True,True,True,True
38,threshold_blocks_n128,8,measured/8/38/0/dag_guarded,measured/8/38/4/barrier_reference,1928886750,1931193500,diagnosis,dag_guarded/barrier_reference,True,False,True,True
38,threshold_blocks_n128,9,measured/9/38/1/dag_guarded,measured/9/38/2/barrier_reference,1900256958,1905319416,diagnosis,dag_guarded/barrier_reference,True,True,True,True
38,threshold_blocks_n128,10,measured/10/38/3/dag_guarded,measured/10/38/0/barrier_reference,1959785792,1902635250,diagnosis,dag_guarded/barrier_reference,True,True,True,True
38,threshold_blocks_n128,11,measured/11/38/4/dag_guarded,measured/11/38/1/barrier_reference,1932429166,2062154208,diagnosis,dag_guarded/barrier_reference,True,False,True,True
39,heterogeneous_thresholds_n128,2,measured/2/39/2/dag_guarded,measured/2/39/1/barrier_reference,1912673417,1853273250,diagnosis,dag_guarded/barrier_reference,True,False,True,True
39,heterogeneous_thresholds_n128,3,measured/3/39/4/dag_guarded,measured/3/39/0/barrier_reference,1879669875,1840957333,diagnosis,dag_guarded/barrier_reference,True,True,True,False
39,heterogeneous_thresholds_n128,4,measured/4/39/3/dag_guarded,measured/4/39/2/barrier_reference,1928087750,1864777709,diagnosis,dag_guarded/barrier_reference,True,False,True,False
39,heterogeneous_thresholds_n128,5,measured/5/39/1/dag_guarded,measured/5/39/4/barrier_reference,1888781542,1802382208,diagnosis,dag_guarded/barrier_reference,True,True,True,False
39,heterogeneous_thresholds_n128,6,measured/6/39/0/dag_guarded,measured/6/39/3/barrier_reference,2029246500,1988873958,diagnosis,dag_guarded/barrier_reference,True,True,True,True
39,heterogeneous_thresholds_n128,7,measured/7/39/2/dag_guarded,measured/7/39/3/barrier_reference,1928998208,2029561666,diagnosis,dag_guarded/barrier_reference,True,True,True,True
39,heterogeneous_thresholds_n128,8,measured/8/39/0/dag_guarded,measured/8/39/4/barrier_reference,2036243458,2309392208,diagnosis,dag_guarded/barrier_reference,True,True,True,True
39,heterogeneous_thresholds_n128,9,measured/9/39/1/dag_guarded,measured/9/39/2/barrier_reference,1945889209,1939860416,diagnosis,dag_guarded/barrier_reference,True,True,True,True
39,heterogeneous_thresholds_n128,10,measured/10/39/3/dag_guarded,measured/10/39/0/barrier_reference,1954129042,1876622875,diagnosis,dag_guarded/barrier_reference,True,True,True,False
39,heterogeneous_thresholds_n128,11,measured/11/39/4/dag_guarded,measured/11/39/1/barrier_reference,2035639500,1963372875,diagnosis,dag_guarded/barrier_reference,True,True,True,False
13,general_last_128_273,2,measured/2/13/1/barrier_reference,measured/2/13/0/qualified_parent,1881694333,2148883083,diagnosis,barrier_reference/qualified_parent,True,True,True,True
13,general_last_128_273,3,measured/3/13/0/barrier_reference,measured/3/13/2/qualified_parent,1815443000,1789067291,diagnosis,barrier_reference/qualified_parent,True,False,True,True
13,general_last_128_273,4,measured/4/13/2/barrier_reference,measured/4/13/4/qualified_parent,1778248792,1796746959,diagnosis,barrier_reference/qualified_parent,True,False,True,False
13,general_last_128_273,5,measured/5/13/4/barrier_reference,measured/5/13/3/qualified_parent,1782023792,1785196291,diagnosis,barrier_reference/qualified_parent,True,False,True,False
13,general_last_128_273,6,measured/6/13/3/barrier_reference,measured/6/13/1/qualified_parent,1962685250,1782530333,diagnosis,barrier_reference/qualified_parent,True,True,True,False
13,general_last_128_273,7,measured/7/13/3/barrier_reference,measured/7/13/4/qualified_parent,1879161166,1880392750,diagnosis,barrier_reference/qualified_parent,True,False,True,True
13,general_last_128_273,8,measured/8/13/4/barrier_reference,measured/8/13/2/qualified_parent,1889060834,1841928709,diagnosis,barrier_reference/qualified_parent,True,False,True,True
13,general_last_128_273,9,measured/9/13/2/barrier_reference,measured/9/13/0/qualified_parent,1892745500,1925295167,diagnosis,barrier_reference/qualified_parent,True,True,True,True
13,general_last_128_273,10,measured/10/13/0/barrier_reference,measured/10/13/1/qualified_parent,1942360834,1981110125,diagnosis,barrier_reference/qualified_parent,True,True,True,True
13,general_last_128_273,11,measured/11/13/1/barrier_reference,measured/11/13/3/qualified_parent,1942409917,1887034667,diagnosis,barrier_reference/qualified_parent,True,False,True,True
24,mixed_last_129_273,2,measured/2/24/1/barrier_reference,measured/2/24/0/qualified_parent,1886812000,1896418250,diagnosis,barrier_reference/qualified_parent,True,True,True,False
24,mixed_last_129_273,3,measured/3/24/0/barrier_reference,measured/3/24/2/qualified_parent,1810437750,1922496208,diagnosis,barrier_reference/qualified_parent,True,False,True,True
24,mixed_last_129_273,4,measured/4/24/2/barrier_reference,measured/4/24/4/qualified_parent,1827989042,1864265375,diagnosis,barrier_reference/qualified_parent,True,True,True,True
24,mixed_last_129_273,5,measured/5/24/4/barrier_reference,measured/5/24/3/qualified_parent,1833309417,1865780750,diagnosis,barrier_reference/qualified_parent,True,True,True,True
24,mixed_last_129_273,6,measured/6/24/3/barrier_reference,measured/6/24/1/qualified_parent,1895985875,1949282917,diagnosis,barrier_reference/qualified_parent,True,True,True,True
24,mixed_last_129_273,7,measured/7/24/3/barrier_reference,measured/7/24/4/qualified_parent,1933251625,2003942666,diagnosis,barrier_reference/qualified_parent,True,False,True,False
24,mixed_last_129_273,8,measured/8/24/4/barrier_reference,measured/8/24/2/qualified_parent,1999483542,1968549333,diagnosis,barrier_reference/qualified_parent,True,True,True,True
24,mixed_last_129_273,9,measured/9/24/2/barrier_reference,measured/9/24/0/qualified_parent,1931885458,1930386375,diagnosis,barrier_reference/qualified_parent,True,True,True,False
24,mixed_last_129_273,10,measured/10/24/0/barrier_reference,measured/10/24/1/qualified_parent,1964969541,1969931542,diagnosis,barrier_reference/qualified_parent,True,True,True,False
24,mixed_last_129_273,11,measured/11/24/1/barrier_reference,measured/11/24/3/qualified_parent,1973724500,1934265500,diagnosis,barrier_reference/qualified_parent,True,True,True,True
35,alternating_thresholds_n128,2,measured/2/35/1/barrier_reference,measured/2/35/0/qualified_parent,1817341459,1907756958,diagnosis,barrier_reference/qualified_parent,True,True,True,True
35,alternating_thresholds_n128,3,measured/3/35/0/barrier_reference,measured/3/35/2/qualified_parent,2050731125,1881355041,diagnosis,barrier_reference/qualified_parent,True,False,True,True
35,alternating_thresholds_n128,4,measured/4/35/2/barrier_reference,measured/4/35/4/qualified_parent,1856825500,1804309916,diagnosis,barrier_reference/qualified_parent,True,True,True,True
35,alternating_thresholds_n128,5,measured/5/35/4/barrier_reference,measured/5/35/3/qualified_parent,1798605875,1789720709,diagnosis,barrier_reference/qualified_parent,True,True,True,False
35,alternating_thresholds_n128,6,measured/6/35/3/barrier_reference,measured/6/35/1/qualified_parent,1851746708,1810272084,diagnosis,barrier_reference/qualified_parent,True,False,True,False
35,alternating_thresholds_n128,7,measured/7/35/3/barrier_reference,measured/7/35/4/qualified_parent,1913958542,2027486917,diagnosis,barrier_reference/qualified_parent,True,True,True,True
35,alternating_thresholds_n128,8,measured/8/35/4/barrier_reference,measured/8/35/2/qualified_parent,1920144792,1946704958,diagnosis,barrier_reference/qualified_parent,True,False,True,True
35,alternating_thresholds_n128,9,measured/9/35/2/barrier_reference,measured/9/35/0/qualified_parent,2244219792,2000200917,diagnosis,barrier_reference/qualified_parent,True,True,True,True
35,alternating_thresholds_n128,10,measured/10/35/0/barrier_reference,measured/10/35/1/qualified_parent,1911760291,1881574917,diagnosis,barrier_reference/qualified_parent,True,True,True,True
35,alternating_thresholds_n128,11,measured/11/35/1/barrier_reference,measured/11/35/3/qualified_parent,1905294666,1926019333,diagnosis,barrier_reference/qualified_parent,True,True,True,True
38,threshold_blocks_n128,2,measured/2/38/1/barrier_reference,measured/2/38/0/qualified_parent,1784445750,1830465875,diagnosis,barrier_reference/qualified_parent,True,False,True,False
38,threshold_blocks_n128,3,measured/3/38/0/barrier_reference,measured/3/38/2/qualified_parent,1745267583,1780450583,diagnosis,barrier_reference/qualified_parent,True,True,True,True
38,threshold_blocks_n128,4,measured/4/38/2/barrier_reference,measured/4/38/4/qualified_parent,1771568167,1899157000,diagnosis,barrier_reference/qualified_parent,True,True,True,True
38,threshold_blocks_n128,5,measured/5/38/4/barrier_reference,measured/5/38/3/qualified_parent,1979806292,2012898209,diagnosis,barrier_reference/qualified_parent,True,True,True,True
38,threshold_blocks_n128,6,measured/6/38/3/barrier_reference,measured/6/38/1/qualified_parent,1807270916,1764701958,diagnosis,barrier_reference/qualified_parent,True,False,True,True
38,threshold_blocks_n128,7,measured/7/38/3/barrier_reference,measured/7/38/4/qualified_parent,1867936000,1823397583,diagnosis,barrier_reference/qualified_parent,True,True,True,True
38,threshold_blocks_n128,8,measured/8/38/4/barrier_reference,measured/8/38/2/qualified_parent,1931193500,1909930458,diagnosis,barrier_reference/qualified_parent,True,True,True,False
38,threshold_blocks_n128,9,measured/9/38/2/barrier_reference,measured/9/38/0/qualified_parent,1905319416,1886743000,diagnosis,barrier_reference/qualified_parent,True,True,True,True
38,threshold_blocks_n128,10,measured/10/38/0/barrier_reference,measured/10/38/1/qualified_parent,1902635250,1997021292,diagnosis,barrier_reference/qualified_parent,True,True,True,True
38,threshold_blocks_n128,11,measured/11/38/1/barrier_reference,measured/11/38/3/qualified_parent,2062154208,1918709750,diagnosis,barrier_reference/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,2,measured/2/39/1/barrier_reference,measured/2/39/0/qualified_parent,1853273250,1842597125,diagnosis,barrier_reference/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,3,measured/3/39/0/barrier_reference,measured/3/39/2/qualified_parent,1840957333,2059572958,diagnosis,barrier_reference/qualified_parent,True,False,True,True
39,heterogeneous_thresholds_n128,4,measured/4/39/2/barrier_reference,measured/4/39/4/qualified_parent,1864777709,1831145958,diagnosis,barrier_reference/qualified_parent,True,False,True,False
39,heterogeneous_thresholds_n128,5,measured/5/39/4/barrier_reference,measured/5/39/3/qualified_parent,1802382208,1814247541,diagnosis,barrier_reference/qualified_parent,True,False,True,True
39,heterogeneous_thresholds_n128,6,measured/6/39/3/barrier_reference,measured/6/39/1/qualified_parent,1988873958,1877028625,diagnosis,barrier_reference/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,7,measured/7/39/3/barrier_reference,measured/7/39/4/qualified_parent,2029561666,1908410625,diagnosis,barrier_reference/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,8,measured/8/39/4/barrier_reference,measured/8/39/2/qualified_parent,2309392208,2031430500,diagnosis,barrier_reference/qualified_parent,True,True,True,False
39,heterogeneous_thresholds_n128,9,measured/9/39/2/barrier_reference,measured/9/39/0/qualified_parent,1939860416,2018691666,diagnosis,barrier_reference/qualified_parent,True,True,True,True
39,heterogeneous_thresholds_n128,10,measured/10/39/0/barrier_reference,measured/10/39/1/qualified_parent,1876622875,1930640125,diagnosis,barrier_reference/qualified_parent,True,False,True,False
39,heterogeneous_thresholds_n128,11,measured/11/39/1/barrier_reference,measured/11/39/3/qualified_parent,1963372875,2031408750,diagnosis,barrier_reference/qualified_parent,True,False,True,True
13,general_last_128_273,2,measured/2/13/4/dag_inline,measured/2/13/3/dag_ready,1915493625,1999283250,diagnosis,dag_inline/dag_ready,True,True,True,True
13,general_last_128_273,3,measured/3/13/3/dag_inline,measured/3/13/1/dag_ready,1841523042,1859755500,diagnosis,dag_inline/dag_ready,True,True,True,True
13,general_last_128_273,4,measured/4/13/1/dag_inline,measured/4/13/0/dag_ready,1862553958,1844941833,diagnosis,dag_inline/dag_ready,True,False,True,False
13,general_last_128_273,5,measured/5/13/0/dag_inline,measured/5/13/2/dag_ready,1853903500,1859359042,diagnosis,dag_inline/dag_ready,True,False,True,False
13,general_last_128_273,6,measured/6/13/2/dag_inline,measured/6/13/4/dag_ready,2088838375,1849815667,diagnosis,dag_inline/dag_ready,True,True,True,True
13,general_last_128_273,7,measured/7/13/0/dag_inline,measured/7/13/1/dag_ready,1879842791,1912762792,diagnosis,dag_inline/dag_ready,True,True,True,False
13,general_last_128_273,8,measured/8/13/1/dag_inline,measured/8/13/3/dag_ready,1905121125,1861603125,diagnosis,dag_inline/dag_ready,True,True,True,False
13,general_last_128_273,9,measured/9/13/3/dag_inline,measured/9/13/4/dag_ready,2073724875,1969123416,diagnosis,dag_inline/dag_ready,True,True,True,False
13,general_last_128_273,10,measured/10/13/4/dag_inline,measured/10/13/2/dag_ready,1915620209,1990508041,diagnosis,dag_inline/dag_ready,True,True,True,True
13,general_last_128_273,11,measured/11/13/2/dag_inline,measured/11/13/0/dag_ready,1904458292,1852450625,diagnosis,dag_inline/dag_ready,True,False,True,True
24,mixed_last_129_273,2,measured/2/24/4/dag_inline,measured/2/24/3/dag_ready,1932904875,1929596375,diagnosis,dag_inline/dag_ready,True,True,True,True
24,mixed_last_129_273,3,measured/3/24/3/dag_inline,measured/3/24/1/dag_ready,2015925375,1927765333,diagnosis,dag_inline/dag_ready,True,True,True,False
24,mixed_last_129_273,4,measured/4/24/1/dag_inline,measured/4/24/0/dag_ready,1858917208,1884374584,diagnosis,dag_inline/dag_ready,True,True,True,True
24,mixed_last_129_273,5,measured/5/24/0/dag_inline,measured/5/24/2/dag_ready,1860007709,1946843375,diagnosis,dag_inline/dag_ready,True,False,True,True
24,mixed_last_129_273,6,measured/6/24/2/dag_inline,measured/6/24/4/dag_ready,1899297458,1888832792,diagnosis,dag_inline/dag_ready,True,True,True,True
24,mixed_last_129_273,7,measured/7/24/0/dag_inline,measured/7/24/1/dag_ready,1975263125,1951360167,diagnosis,dag_inline/dag_ready,True,True,True,True
